query	no	title	link	description	total_text
전주 여행	206	 전주 여행 코스 추천받습니다	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=467718602&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=8&search_sort=0&spq=0	... 뭔가 박물관 관람이나 자연 경치 구경 산타기 등등은 별루에여 추천 부탁드립니다  전주 여행  코스 추천해드릴게요! 전주는 전통음식과 문화가 풍부한 곳으로 유명한데, 여러 즐길거리가 많아서 즐거운 여행을 즐길 수 있을 거예요. 1.... 	 전주 여행 코스 추천받습니다 ... 뭔가 박물관 관람이나 자연 경치 구경 산타기 등등은 별루에여 추천 부탁드립니다  전주 여행  코스 추천해드릴게요! 전주는 전통음식과 문화가 풍부한 곳으로 유명한데, 여러 즐길거리가 많아서 즐거운 여행을 즐길 수 있을 거예요. 1.... 
전주 여행	207	 전주  숙소 갈만한 곳좀 알려주세요!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90114&docId=464349677&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=9&search_sort=0&spq=0	... 남자친구랑 오랜만에  전주 여행 이라 정말 괜찮은 전주 숙소로 예약하고 싶어서요 많이 많이 답변해주세효~ㅋㅋ 안녕하세요, 여행할때 여기어때 입니다. 질문하신 [전주 숙소] 관련 답변 드리도록 하겠습니다. ▶다음은... 	 전주  숙소 갈만한 곳좀 알려주세요! ... 남자친구랑 오랜만에  전주 여행 이라 정말 괜찮은 전주 숙소로 예약하고 싶어서요 많이 많이 답변해주세효~ㅋㅋ 안녕하세요, 여행할때 여기어때 입니다. 질문하신 [전주 숙소] 관련 답변 드리도록 하겠습니다. ▶다음은... 
전주 여행	208	 전주여행  2박3일 경비	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90109&docId=471097881&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=10&search_sort=0&spq=0	보통  전주여행  2박3일 경비가 얼마정도 드나요? 숙소는 1박에 13만원인데를 가려고 하는데 비싼건가요? 보통  전주여행  2박3일 경비가 얼마정도 드나요? 숙소는 1박에 13만원인데를 가려고 하는데 비싼건가요? 질문에 도움이 되는... 	 전주여행  2박3일 경비 보통  전주여행  2박3일 경비가 얼마정도 드나요? 숙소는 1박에 13만원인데를 가려고 하는데 비싼건가요? 보통  전주여행  2박3일 경비가 얼마정도 드나요? 숙소는 1박에 13만원인데를 가려고 하는데 비싼건가요? 질문에 도움이 되는... 
전주 여행	209	추석  전주여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=474841714&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=11&search_sort=0&spq=0	16~18일  전주 로  여행  가려고 하는데 그때 한옥마을같은 관광지들은 문 닫을까요...? 16~18일  전주 로  여행  가려고 하는데 그때 한옥마을같은 관광지들은 문 닫을까요...? 추석당일은 문을 닫습니다.  전주 에도 이벤트가 진행중입니다. 8.27... 	추석  전주여행  16~18일  전주 로  여행  가려고 하는데 그때 한옥마을같은 관광지들은 문 닫을까요...? 16~18일  전주 로  여행  가려고 하는데 그때 한옥마을같은 관광지들은 문 닫을까요...? 추석당일은 문을 닫습니다.  전주 에도 이벤트가 진행중입니다. 8.27... 
전주 여행	210	2박3일  전주여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=472470179&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=12&search_sort=0&spq=0	부모님과  전주여행  가려고하는데 정보가 하나도 없어서요..ㅠㅠ 숙소는 어디가좋은지 관광지는 어디가있는지 추천부탁드려요..  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행... 	2박3일  전주여행  부모님과  전주여행  가려고하는데 정보가 하나도 없어서요..ㅠㅠ 숙소는 어디가좋은지 관광지는 어디가있는지 추천부탁드려요..  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행... 
전주 여행	211	 전주여행  1박2일 코스질문요.	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=464365893&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=13&search_sort=0&spq=0	... 코스한번짜주실분 전라도쪽은 저도여행을간적이없어서ㅠ  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서... 	 전주여행  1박2일 코스질문요. ... 코스한번짜주실분 전라도쪽은 저도여행을간적이없어서ㅠ  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서... 
전주 여행	212	남해, 전주 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=461982007&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=14&search_sort=0&spq=0	남해, 전주 여행  가려는데 여행지와 맛집 추천좀 해주세요 보리암,다랭이굴,독일마을,전주 한옥마을빼고 두세개씩5명이서 갈곳,맛집 빨리추천해주세요 앞에 말했던곳은 갈꺼라서 추천안해주셔도 됩니다  전주여행  전주맛집... 	남해, 전주 여행  남해, 전주 여행  가려는데 여행지와 맛집 추천좀 해주세요 보리암,다랭이굴,독일마을,전주 한옥마을빼고 두세개씩5명이서 갈곳,맛집 빨리추천해주세요 앞에 말했던곳은 갈꺼라서 추천안해주셔도 됩니다  전주여행  전주맛집... 
전주 여행	213	 전주여행  3일	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=461053318&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=15&search_sort=0&spq=0	 전주여행  3일 간다면 여행 총 비용이 얼마 나올까요,?  전주 여행 의 총 비용은 여러 요소에 따라 달라지지만, 일반적으로 다음과 같은 항목들이 포함됩니다. 1. 교통비: 전주까지 이동하기 위한 교통비용이 있을 것입니다. 이는 여행하는... 	 전주여행  3일  전주여행  3일 간다면 여행 총 비용이 얼마 나올까요,?  전주 여행 의 총 비용은 여러 요소에 따라 달라지지만, 일반적으로 다음과 같은 항목들이 포함됩니다. 1. 교통비: 전주까지 이동하기 위한 교통비용이 있을 것입니다. 이는 여행하는... 
전주 여행	214	 전주여행 코스좀짜주세요ㅜㅜ	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=465655085&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=16&search_sort=0&spq=0	...  전주여행 코스를 짜드릴 수 있습니다. 전주는 역사적인 유적지와 전통문화가 빛나는 곳으로 유명한데요, 먼저 전주한옥마을을 방문하시면 한옥의 아름다움을 느낄 수 있습니다. 여행의 시작지라고 할 수 있는 전주한옥마을에서... 	 전주여행 코스좀짜주세요ㅜㅜ ...  전주여행 코스를 짜드릴 수 있습니다. 전주는 역사적인 유적지와 전통문화가 빛나는 곳으로 유명한데요, 먼저 전주한옥마을을 방문하시면 한옥의 아름다움을 느낄 수 있습니다. 여행의 시작지라고 할 수 있는 전주한옥마을에서... 
전주 여행	215	 전주  완주  여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=456754318&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=17&search_sort=0&spq=0	...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 완주 어느쪽을 여행하느냐에 따라... 	 전주  완주  여행  ...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 완주 어느쪽을 여행하느냐에 따라... 
전주 여행	216	 전주  3박4일  여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=459258161&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=18&search_sort=0&spq=0	... 부탁드립니다 ㅜㅜ  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다.  전주여행 코스는... 	 전주  3박4일  여행  ... 부탁드립니다 ㅜㅜ  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다.  전주여행 코스는... 
전주 여행	217	 전주여행  관련	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=469137468&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=19&search_sort=0&spq=0	...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 주말인지 평일인지에 따라다릅니다... 	 전주여행  관련 ...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 주말인지 평일인지에 따라다릅니다... 
전주 여행	218	 전주 여행  가려고 하는데 1박2일vs2박3일	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=901&docId=465668786&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=20&search_sort=0&spq=0	... 어떤게 적당할지 추천 좀 해주세요  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다.... 	 전주 여행  가려고 하는데 1박2일vs2박3일 ... 어떤게 적당할지 추천 좀 해주세요  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다.... 
전주 여행	219	 전주 여행 	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=457210792&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=21&search_sort=0&spq=0	...  전주 여행 을 가시려하는군요! 그렇다면 전주에서 연인들이 제일 많이 찾는 곳들 추천해드리겠습니다. ▶전주한옥마을 ▶전주동물원 ▶한국도로공사수목원 ▶전주향교 ▶덕진공원... 	 전주 여행  ...  전주 여행 을 가시려하는군요! 그렇다면 전주에서 연인들이 제일 많이 찾는 곳들 추천해드리겠습니다. ▶전주한옥마을 ▶전주동물원 ▶한국도로공사수목원 ▶전주향교 ▶덕진공원... 
전주 여행	220	 전주  2박3일 여행  비용	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=441096616&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=22&search_sort=0&spq=0	...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 한옥마을은 입장료는 따로없습니다! 기본... 	 전주  2박3일 여행  비용 ...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 한옥마을은 입장료는 따로없습니다! 기본... 
전주 여행	221	초등 6학년 210명  전주  일대 1박2일 수학 여행  코스	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=466708706&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=23&search_sort=0&spq=0	... 전주 관광에 달인이신 전주달봉이님께서 코스 추천을 해 주시면 대단히 감사드리겠습니다~~  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행... 	초등 6학년 210명  전주  일대 1박2일 수학 여행  코스 ... 전주 관광에 달인이신 전주달봉이님께서 코스 추천을 해 주시면 대단히 감사드리겠습니다~~  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행... 
전주 여행	222	 전주 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=449461461&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=24&search_sort=0&spq=0	이번주에  전주 여행  1박 2일로 처음 가는데 가볼데 추천 좀 해주세요 걷기 좋은데 위주로요 (걷는 거 좋아해요 트레킹 좋아해요)  전주여행 을 계획중이시군요!! 전주에는 다양한 볼거리들과... 	 전주 여행  이번주에  전주 여행  1박 2일로 처음 가는데 가볼데 추천 좀 해주세요 걷기 좋은데 위주로요 (걷는 거 좋아해요 트레킹 좋아해요)  전주여행 을 계획중이시군요!! 전주에는 다양한 볼거리들과... 
전주 여행	223	 전주여행  1박2일 비용	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=471145062&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=25&search_sort=0&spq=0	 전주여행  1박 2일로 가면 숙박비 제외 일인당 대략 얼마 필요하나요? 숙박비 교통비 제외 하고 10만원이면 가능할까요?  전주여행  1박 2일로 가면 숙박비 제외 일인당 대략 얼마 필요하나요? 숙박비 교통비 제외 하고 10만원이면... 	 전주여행  1박2일 비용  전주여행  1박 2일로 가면 숙박비 제외 일인당 대략 얼마 필요하나요? 숙박비 교통비 제외 하고 10만원이면 가능할까요?  전주여행  1박 2일로 가면 숙박비 제외 일인당 대략 얼마 필요하나요? 숙박비 교통비 제외 하고 10만원이면... 
전주 여행	224	2박3일  전주  크리스마스  여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=459344814&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=26&search_sort=0&spq=0	...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다.  전주여행 코스는 한옥마을에서부터 시작을... 	2박3일  전주  크리스마스  여행  ...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다.  전주여행 코스는 한옥마을에서부터 시작을... 
